,opportunityId,title,description,agencyName,agencyAddress,placesAvailable,applicationInstructions,applicationRequirements,startDate,endDate,applicationStartDate,applicationEndDate,salaryAmountMin,salaryAmountMax,salaryCurrency
429,19643,Project Executive (Intern),"Industry: Information Technology 
Job Function: Business Information Technology
(including E-Commerce Technology, Business Information Systems)

As a project executive, the role will require you to master the roles and responsibilities of being a project scrum master in a agile project development environment, where you will be interacting with the product owner and scrum team to deliver the project on a sprint basis. The role requires on the job training to understand the scrum process (e.g. sprint planning, review, standups,, as well as team collaboration in the scrum team.

Responsibilities
Reporting to Head of IT, key areas of responsibilities include but are not limited to: 
1.	Gain working knowledge of various project management methodologies and tools as they relate to large, cross-functional projects
2.	Understand both Waterfall and Agile Project Methodologies.
3.	Attend meetings and assist with determination of project management requirements alongside the Project Manager
4.	Assist the PM in the drafting of project implementation packs, Change requests, weekly reports, budget tracking, meeting minutes
5.	Understand the scope of various high priority projects and be able to clearly articulate PM updates in progress updates meetings
6..	Capture notes and distribute minutes
7.	Gathers project statuses and helps format templates
8.	Helps draft department communications
9.	Well organized with strong attention to detail
10. Willing to learn and take on new tasks
11.	Analytics skills a plus
12.	Able to coordinate multiple work streams for on-time project delivery
13.	Demonstrates the ability to learn and absorb at a fast pace


At the end of the internship, the objective as below

1.	Experience the role of the scrum master, and phases of an IT project in a AGILE project development.

2.	Clearly understand the advantages and disadvantages of IT projects are run in a traditional waterfall and agile methodology, able to apply the project methodology in future projects.

3.	Equip with the working experience for a possible certification in a AGILE scrum master role.

Preferred qualifications:

1. Experience in playing the Scrum Master role for a minimum of one year for a software development team that was diligently applying Scrum principles, practices and theory.

2. Candidate should also have strong analytical and problem-solving skills, as well as good understanding of different data structures and algorithms for Big Data/AI solutions.

3. Must be highly proficient in MS Office applications, especially PowerPoint and Excel

4. Experience with Project Management Tools, such as Jira, Trello, BaseCamp.

5.. Strong comprehension and writing skills, ability to communicate well both in person and in writing

6. Eager to learn and be proactive with new tasks


Please forward your CV to our email: hr@datavlt.com",Xypher Pte. Ltd.,"229 Mountbatten Rd #01-08/09 Mountbatten Square, 398007, Singapore",1,Please ensure that you attach a copy of your C.V. with your application.,You might required to have a F2F interview in the office,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
430,19644,Junior Analyst Intern,"As a Junior Analyst intern at DATAVLT, you will be given opportunities to work closely with our experienced Data Scientists and Software Engineers who are focused on solving complex business problems using blockchain and Data Science as an underlying technology. Do client presentations / Interactions and learn the importance of time bound activities and output driven culture. 

Responsibilities

As our Junior Analyst Intern, you will
•	Assist our Data Science team with their daily tasks
o	Data Wrangling (Data wrangling - Data cleaning, Transformations, Feature engineering, SQL queries)
•	Exploratory Data Analysis & Dashboard creation
•	Domain research and coming up with business proposals
•	Business Analysis such as preparing for client workshops for business requirements 
•	Help to build DataVLT Analytics product using cutting edge tools and technologies
Ideal candidate should possess the skills as specified below:

•	Minimum 6 months relevant work experience (at least one Internship from Analytics/ Data Science company)
•	Proficiency in programming languages such as Python or R
•	Have foundational knowledge of data structures 
o	Databases such as Postgres and SQL querying 
o	Tableau / Power BI 
•	Have foundational knowledge on Machine Learning algorithms
o	Statistical Inference 
o	Supervised and unsupervised techniques 
o	Able to differentiate between different techniques 
•	Excellent interpersonal and communication skills.
What's in it for you

•	At the end of the internship you will 
o	Be better at Data Wrangling and 
o	Be able to use niche packages and libraries to solve data mining problems 
o	Learn how to implement human centric design concepts during Dashboard creations 
o	Appreciate the over all product lifecycle of an Analytics service / product 
o	Get insights to Retail / Industry 4.0 / Manufacturing or consumer Analytics 
o	Improve your programming by at least 25%
o	Improved fundamentals & basis of Machine Learning 
o	Worked on at least 1/2 real live industry projects 
•	Chance to convert Internship to full time job 

Please forward your CV to our email: hr@datavlt.com",Xypher Pte. Ltd.,"229 Mountbatten Rd #01-08/09 Mountbatten Square, 398007, Singapore",1,Please ensure that you attach a copy of your C.V. with your application.,You might required to a F2F interview in our office,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
431,19651,Health Screening and Analysis / Software Engineer,"Support the development and maintenance of our product used for health screening data collection and analysis for various clients. The product may need to be integrated with other systems or enhanced with custom automation. 

The intern will be expected to perform various software development work including analysis, design, coding, testing, and deployment. He/she will be expected to participate in one or more parts of the tech stack depending on the requirements at the point. It will be an opportunity to learn to build software in a team that adopts agile methodology.

Currently, we are working from home but will be at Block 72 NUS Enterprise if physical co-location is needed.",Mesh Bio Pte Ltd,"#02-01 / 71 Ayer Rajah Crescent, 139951, SINGAPORE",3,Please ensure that you attach a copy of your C.V. with your application.,Able to write code and willing to learn a new programming language,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
432,19654,Internship - DO Product Mgt (Business Services),"Job Description:
1. Assist Product Managers in the deployment and onboarding of SaaS products and service plans on M1 e-commerce platforms. 													
2. Assist Product Managers in performing User Acceptance Testing (UAT) based on prepared test scripts and documenting the test results. 													
3. Using tools such as Microsoft Excel to perform data entry, reconciliation and analysis to ensure accurate submission of reports.													
4. Assist Product Managers to review business process flow

Skill Set Required:
1. Comfortable with dealing with large amount of data and using data tools and its functions ie: Microsoft Excel												
2. Have good analytical skills with ability to grasp the use of system-related platforms in short amount of time 												
3. Must be detailed-oriented, meticulous and systematic in thinking and approach

Learning Outcome:
1. Able to understand the end-to-end operational activities required for Product Management																
2. Able to apply the concepts for provisioning of Software-as-a-Service solutions from the Provider perspective ie: onboarding, testing to reporting. ",M1 Limited,"10 International Business Park, SINGAPORE, 609928, SINGAPORE",2,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
433,19671, Data Analyst Intern,"Roles and Responsibilities:
We are seeking a candidate with strong background in data analytics and machine learning, to join a fast growing team in digitalization of renewable energy and energy AIoT at Envision Digital Singapore HQ office. You will work closely with a global team of talented solar veterans and cross-functional teams, and develop advanced algorithms from large volumes of IoT (solar) data to transform solar asset management paradigms by deeply incorporating digitalization and data analytics.

• Help establish data framework and pipelines for advanced PV system analytics using best practices from data science, curate and manage database, as well as perform relevant data engineering tasks
• Develop machine learning based methods for underperformance or fault detection and classification for PV systems, with the help of deep domain knowledge from PV specialists
• Perform routine field data inspection for algorithm evaluation and edge cases identification, perform exploratory analysis to help derive insights and form hypothesis, support algorithm development for solar monitoring software.
• Support solar product development for realizing smart solar plants and distributed systems. Use insights derived from data to continuously improve industry practices.

Desired Skills and Experience:
• Bachelor or Master’s degree in mathematics, statistics, or computer sciences preferred
• Strong data analytics skills, good command of programming language such as python, practical familiarity of various machine learning techniques such as random forest and recurrent neural networks
• Knowledge in industrial monitoring and control, operation and maintenance, and IoT applications are highly desirable
• Ability to work in a cross-functional team environment and in matrix organizations
• Strong communications skills and demonstrated experience in communicating and operating within a multinational corporation and engaging with audiences at different levels. Ability to bridge language and cultural barriers",Envision Digital International Pte Ltd,"1 Harbourfront Ave, #17-01 Keppel Bay Tower, SINGAPORE, 098632, SINGAPORE",1,"Kindly send your resume and University transcript to kaiwen.yong@envision-digital.com. Kindly also indicate your period of availability for the internship, and whether full-time or part-time during this time-frame. Do note that only shortlisted candidates will be notified.",,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1800.0,1800.0,SGD
434,19677,Rain removal,"This project aims to study the rain removal technique by using machine intelligence techniques. It not only helps humans better perceive the information presented in the images/videos but also makes machines to better fulfill their missions in rain weather/conditions. 
The research intern is required to finishing the following tasks:
1. Algorithm implementation: the intern needs to implement some classical rain removal algorithms and run existing deep learning approaches, integrate them to form a unified training/testing platform, and perform quantitative and qualitative evaluations.
2. Data understanding: the intern needs to understand the evaluation metrics and evaluate the outcomes of the algorithms.
3. The required knowledge and skill for this project can be summarized as follows: (a) MatLab; (b) Python & Pytorch. (c) MS Excel.
",Rapid-Rich Object Search Lab,"ROSE Lab, School of EEE / 50 Nanyang Ave, S2-B4b-13,, Singapore, Singapore, 639798, SINGAPORE",1,Please ensure that you attach a copy of your C.V. with your application.,The required knowledge and skill for this project can be summarized as follows: (a) MatLab; (b) Python & Pytorch. (c) MS Excel.,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
435,19678,Deep fake detection,"This project aims to study the problem how to distinguish between natural images/videos and AI-generated images/videos. Detecting deep Fakes is the research topic designed to identify techniques to counteract AI-generated misleading. It turns out there are many ways where a video has been algorithmically manipulated. 
. The research intern is required to finishing the following tasks:
1. Algorithm implementation: the intern needs to implement some classical image processing algorithms and run existing deep learning approaches, and apply them to images/videos for tasks of deep fake detection and original images/videos restoration.

2. Data understanding: the intern needs to understand the whole process and evaluation measures, and evaluate the outcomes of the algorithms.

3. The required knowledge and skill for this project can be summarized as follows: (a) MatLab; (b) Python & Pytorch. (c) MS Excel.
",Rapid-Rich Object Search Lab,"ROSE Lab, School of EEE / 50 Nanyang Ave, S2-B4b-13,, Singapore, Singapore, 639798, SINGAPORE",1,Please ensure that you attach a copy of your C.V. with your application.,The required knowledge and skill for this project can be summarized as follows: (a) MatLab; (b) Python & Pytorch. (c) MS Excel.,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
436,19681,Person Re-Identification,"Person re-identification (or person re-id for short) is defined as the problem of matching images of people across disjoint camera views in a multi-camera system. It is useful for several public security applications, such as an intelligent camera surveillance system. In a typical real-world application, one single or a watchlist of a handful of known people is provided as the target set for searching through a large volume of video surveillance footage where the people on the watchlist are likely to re-appear. To further reduce the search scope among candidate cameras, an Intra-camera tracking algorithm capable of knowing where the person is heading is needed.  However, in some special events (e.g., sports events) and locations (e.g., central business district), most pedestrians may wear similar clothes such as sports uniforms and business suits. Re-identifying a person from a large crowd with similar clothing is a challenging problem.  Another challenging problem is to re-identify the same person at different times in different attire.

In this project, the applicant will use a game engine to generate people wearing similar clothing such as police and army uniforms.  The applicant will be working on deploying some of our deep learning techniques on PyTorch or Tensorflow and the development of a web demo for demonstration.  Experience in programming using Python will be necessary, and prior knowledge of PyTorch and Tensorflow would be advantageous.",Rapid-Rich Object Search Lab,"ROSE Lab, School of EEE / 50 Nanyang Ave, S2-B4b-13,, Singapore, Singapore, 639798, SINGAPORE",1,Please ensure that you attach a copy of your C.V. with your application.,"Experience in programming using Python will be necessary, and prior knowledge of PyTorch and Tensorflow would be advantageous.",2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
437,19682,Facial Skin Simulation,"Facial skin simulation aims to simulate face images with different skin conditions. It is useful for persons to better understand their skin health with intuitive illustrations of their faces over time. Such an application also facilitates demonstrating the effectiveness of a skincare product and explaining the knowledge from a dermatologist to his/her patients. The research intern is required to finishing the following tasks:
1. Algorithm implementation: the intern needs to implement some classical image processing algorithms and run existing deep learning approaches, and apply them to face skin images for tasks of skin feature simulation.
2. Data understanding: the intern needs to understand the annotation of skin quality feature and evaluate the outcomes of the algorithms.
3. The required knowledge and skill for this project can be summarized as follows: (a) MatLab; (b) Python & Pytorch. (c) MS Excel. ",Rapid-Rich Object Search Lab,"ROSE Lab, School of EEE / 50 Nanyang Ave, S2-B4b-13,, Singapore, Singapore, 639798, SINGAPORE",1,Please ensure that you attach a copy of your C.V. with your application.,The required knowledge and skill for this project can be summarized as follows: (a) MatLab; (b) Python & Pytorch. (c) MS Excel. ,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
438,19689,Software Engineering Intern,"The Software Engineering Intern will work under the guidance of experienced engineers developing customer solutions, utilizing the latest technologies interfacing with many industrial systems downstream (process control), and upstream (manufacturing execution systems – MES, enterprise resource planning – ERP, enterprise solutions, etc). The Intern will also have exposure to some of the most commonly used enterprise systems, as well as opportunity for web and database development that ties into the said systems via third-party SDKs/APIs. The Intern will also learn about different requirements across industries and how to adapt to challenging situations technologically. Visual Basic, Visual C++ and C are some of the most commonly utilized languages. 

Project Objectives/Learning Outcomes: 
• Exposure to some of the most commonly used enterprise systems, as well as opportunity for web and database development that ties into the said systems via third-party SDKs/APIs. 
• Learn about different requirements across industries and how to adapt to challenging situation technologically. 
• Experience actual site and office work. 

Job Requirements: 
• Course of study in Computer Science, Engineering or Engineering Technology. 

",RoviSys Asia Company Pte Ltd,"2 International Business Park #03-25 The Strategy Tower 2, 609930, Singapore",3,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
439,19692,"[S/N:20] INTERN (Data & AI, Data Science)","Job Description
To participate in the data or AI related project/product development for energy services e.g. operation efficiency, energy brain, condition monitoring etc. The general scope of the work is as follows:

1. Process, clean and transform the raw data and make it ready for training/constructing a machine learning model to solve business problem

2. Understand the target business problem and derive useful features for building a predictive model

3. Experiment with different state-of-the-art machine learning models and back test the dataset to figure out the best design of the model

4. Deliver the finalized model into the production with proper pipeline to generate business value

5. Work with the data science team on data pipeline development, energy forecasting model building as well as exploring different optimization formulation to solve energy management problem

The specific job scope/project(s) to be assigned will depend on the skill sets and interests of the selected candidate.

Job Requirements
Preferably with Computing, Computer Science or analytics background.  The candidate should be familiar/proficient with Python, SQL and the major machine learning libraries/packages.

Work location
180 CLEMENCEAU AVE, HAW PAR CENTRE #03-01/04, SINGAPORE 239922",SP Group,"2 Kallang Sector, SINGAPORE, 349277, SINGAPORE",2,Please ensure that you attach a copy of your Resume and Transcript with your application.,Resume and Transcript,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1200.0,1200.0,SGD
440,19707,"[S/N:108] INTERN (Sustainable Energy Solutions, Operations & Maintenance)","Job Description

1. Optimization of plant operations using machine learning techniques. 

2. Database integration of plant parameters for data warehousing  

3. Implement fall detection using OpenPose for real-time CCTV video analytics  

Job Requirements

- Frontend skills: DASH, PowerBI

- Backend  skills: Python, .Net

- Misc/Database skills : SQL , PowerQuery

- Deployment: Kubernetes, Dockers

- Machine Learning – Familiar with machine learning libraries, concept of model training/testing and deployment.  

Work location
2A BAYFRONT AVENUE - B2M OF MARINA BAY SANDS INTGRTD RESORT SINGAPORE 018958",SP Group,"2 Kallang Sector, SINGAPORE, 349277, SINGAPORE",2,Please ensure that you attach a copy of your resume and transcript with your application.,Resume and Transcript,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1200.0,1200.0,SGD
441,19713,Modelling & forecasting of APAC Crop Protection Regulation,"3 key goals
1. System knowledge through data maintenance and user sharing
2. Testing and automation
3. Data analysis, communication and rectification

Further details include

A) System knowledge through data maintenance and user sharing
- Transcribe large amounts of information accurately and quickly into
designated applications
- Good time-management
- Good interpersonal skills with stakeholders worldwide

B) Testing and automation
- Analyse and verify suitable automated and manual test approaches
and execute end user verification of environments, user guides and
acceptance testing
- Record test results, report, verify and discussion software bug and
fixes to worldwide audience
- Develop test plans and debug to understand test objective
requirements
- Prepare software defect tracking and report status to stakeholders
across APAC

C) Data analysis
- Clean and organise raw data
- Using descriptive statistics to arrive at useful insight
- Analyse for trends found in the data
- Create visualisations and dashboards to help stakeholders interpret
and make decisions with the data
- Present the analysis to stakeholders across APAC",SYNGENTA ASIA PACIFIC PTE. LTD.,"1 Harbourfront Avenue #03-03 Keppel Bay Tower, SINGAPORE, 098632, SINGAPORE",2,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
442,19716,Project Title / Internship Job Title: PHP Developer ,"Project Description / Internship Job Description: 
We are looking for a PHP Laravel Intern Developer to assist in the web application framework and logic flow. 
Experience in cloud deployment, preferably certified AWS or similar cloud architects, good knowledge with JavaScript, CSS, HTML and PHP.
You will be working with other developers UI/UX design specialists and mainly focus on developing clean, reusable front-end components and further assisting the PHP developers in creating and building features.

Responsibilities
- Build efficient, testable and reusable codes
- Integrate software components into a fully functional software system
- Troubleshoot, debug and upgrade from existing code.
- Develop, record and maintain cutting edge web-based PHP applications
- Work cross-functionally to convert business needs into technical specifications
- Ensure HTML, CSS, and shared JavaScript is valid and consistent across applications
- Integrate with 3rd party APIs (REST / SOAP)
- Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality
- Assist in software development, enhancement, debugging, testing and QA maintenance of the backend application
- Assist with technical solutions for product features and reliability features
- Provide solid and reliable documentation on completed work items such as code, concepts, and logic
- Contribute in all phases of the development lifecycle

Requirements
- experience in one or more of these technologies
- PHP, HTML, JavaScript, CSS
- PHP framework (i.e. Laravel)
- Knowledge of cloud development/cloud technologies is a plus point
- Understanding of Tools: Github, Docker
- Excellent debugging, analytical, problem-solving, and good communication skills


Training Location, if differ from company address:",CHALLENGER TECHNOLOGIES LIMITED,"1 / Ubi Link, Challenger TecHub, Singapore, 408553, SINGAPORE",6,Please ensure that you attach a copy of your C.V. with your application.,Please include samples of past work and/or projects.,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1200.0,1200.0,SGD
443,19717,Project Title / Internship Job Title: Junior Full Stack Developer,"Project Description / Internship Job Description:
We are looking for a Full Stack Developer intern to support the current software team to produce scalable Web based software solution for Human Resource Services. 
You’ll be part of a cross-functional team that’s responsible for the full software development life cycle, from conception to deployment.
As a Junior Full Stack Developer, you should be comfortable around both front-end and back-end coding languages, development frameworks and third-party libraries.

Responsibilities:
Developing front end website architecture.
Designing user interactions on web pages.
Developing back-end website applications.
Creating servers and databases for functionality.
Ensuring cross-platform optimization for mobile phones.
Ensuring responsiveness of applications.
Seeing through a project from conception to finished product.
Designing and developing APIs.
Meeting both technical and consumer needs.
Staying abreast of developments in web applications and programming languages.
Writing clean, testable, scalable and maintainable code that complies with company’s standards and best practices
Formalising documentation, track and set priorities of incoming tasks and product testing

Skills & Requirements	
Develop with front-end development languages and tools such as HTML, CSS, JavaScript, VUEJS
Program application using back-end languages and frameworks like PHP, Laravel
Design and develop effective APIs
Integrate with third party APIs
Testing and fixing bugs or other coding issues
Researches and analyses program requirements under supervision


Training Location, if differ from company address:",CHALLENGER TECHNOLOGIES LIMITED,"1 / Ubi Link, Challenger TecHub, Singapore, 408553, SINGAPORE",6,Please ensure that you attach a copy of your C.V. with your application.,Please include samples of past work and/or projects,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1200.0,1200.0,SGD
444,19722,Intern,"Project Description / Internship Job Description:

To automate analytics for ad hoc, weekly, monthly, quarterly, yearly reports such as: 
a) Usage and repair history report
b) Costing report
c) Sales account report
d) Servicing and LTA inspection report

Learning Outcomes and Objectives
1.	To be able to identify activities / reports  that can be automated and modelled. 
2.	To fully automate  and compare reports for analytics and statistics reporting.
3.	Be able to analyse data and present to team for decision making .


Training Location, if differ from company address: Training location same as Company Address",GOLDBELL CAR RENTAL PTE. LTD,"10 / Raeburn Park #02-01, 088702, SINGAPORE",1,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
445,19753,Internship - DO Product Mgt (Product Innovation),"Job Description
. Support M1's global innovation scouting and partnerships initiatives 												
. Manage, support and enhancement of Product Innovation CRM												
. Manage internal staging environment for Product Innovation Lab												
. Ad hoc support for product innovation activities & managers in their daily work												
. Involve in POC, pilot testing and prototype development												
. UAT testing of M1 new products/solution 												
. Identify key innovation and technology trends across the globe and understand how it will influence M1’s businesses												
. Build thematic research covering technologies such as Artificial Intelligence, 5G, Cloud, IoT												
. Carry out market research to determine new product market demand	

Skill Set Required
. Understanding of technologies and relate them to daily use cases.						
. Strong passion for innovation, broad knowledge of technology						
. Technical background with experience in programming and or analytics						

Learning Outcome:
. Building up knowledge and appreciation of technologies and innovations									
. Engagement with innovation ecosystem and understanding of start-ups products & solutions									
. Understanding of how product lifecycle is managed.									
. Design thinking and customer discovery methods									
. Hands-on experience in web development languages (HTML,CSS,JS,PHP)									
. Hands-on experience in scripting languages (Shell, Bash) for server maintenance									
											
",M1 Limited,"10 International Business Park, SINGAPORE, 609928, SINGAPORE",2,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
446,19754,Internship - Engineering (Network Operation Support),"Job Description
. Involve in project that develop and maintain data analysis reporting system
. Involve in development and maintaining web application reports, based on Report Server, Tomcat and MYSQL DB
. Involve in the backend scripting (bash shell, perl, java etc) based on Linux OS, as well as MySQL database maintenance 

Skill Set Required
. Web Application, ReportServer, Groovy, Jasper, JavaScript, Linux, MySQL, Bash Shell Script/Java/Perl, Tomcat etc.

Learning Outcome
. Learn the concept of Network Operation Support System (OSS) in telecommunication network
. Gain the concept and knowledge on the performance management and how the report system works via web application
. Learn and master some or all of the skills/technologies mentioned in above skill sets required.",M1 Limited,"10 International Business Park, SINGAPORE, 609928, SINGAPORE",1,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1000.0,1000.0,SGD
447,19756,Project Title: IMIT - AIS - ROBOTIC PROCESS,"Project Description-Build Automations using Robotic Process Automation Tools - Build ML models for Predictive Maintenance - Enhance user experience through AR/VR projects

Project Objective: Leverage AI/ML, AR/VR, RPA technologies to enable smart manufacturing

Project Outcome: Improving Cost of Quality - Reduction in user training - Improve user productivity
 ",GLOBALFOUNDRIES Singapore Pte Ltd,"60 Woodlands Industrial Park D Street 2 Singapore / 60 Woodlands Industrial Estate Park D Street 2, SINGAPORE, 738406, SINGAPORE",2,Please ensure that you attach a copy of your C.V. and unofficial transcript with your application.,"Please apply to requisition 21004695 on GF career portal:

https://gfoundries.taleo.net/careersection/gf_ext/jobdetail.ftl?job=21004695&tz=GMT%2B05%3A30&tzname=Asia%2FCalcutta",2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1500.0,1500.0,SGD
448,19758,Project Title: Automation of RTS (Random Telegraph Signal) Noise data & model QA flow,"Project Objective / Purpose :

Automation of RTS (Random Telegraph Signal) Noise model QA flow


Project Description :

Enhancement of existing scripts (either Pythin or Excel VBA) to automate the MHC (Model-to Hardware Correlation) process to import Silicon data & overlay with simulation results (existing scripts are available in Microsoft Excel VBA & Python codes)
Perform Monte Carlo simulations of RTS under different biasing conditions 
Extend the QA to cover different geometry, biasing & temperature range
 
Project Outcome:

Enhancement of existing script (written in Microsoft Excel VBA or Python) with more than 10% improvement in data process time 
",GLOBALFOUNDRIES Singapore Pte Ltd,"60 Woodlands Industrial Park D Street 2 Singapore / 60 Woodlands Industrial Estate Park D Street 2, SINGAPORE, 738406, SINGAPORE",1,Please ensure that you attach a copy of your C.V. and transcript with your application.,"Please apply to requisition 21004456 on GF career portal link:

https://gfoundries.taleo.net/careersection/gf_ext/jobdetail.ftl?job=21004456&tz=GMT%2B05%3A30&tzname=Asia%2FCalcutta",2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,1500.0,1500.0,SGD
449,19785, Software Engineer (Interns),"The software engineer will be a key member of a feature squad in TVS Digital which has a mission to deliver innovative and high-quality digital products. The SE should come with a product mindset and be comfortable working in an agile team. The SE will be expected to contribute in various tech areas such as frontend, backend, testing and ops. Candidates with relevant knowledge, skills and experiences will be considered for senior position.

Responsibilities
• Collaborate with product manager and customer to understand user story and define acceptance criteria
• Design, build and deliver software features and products
• Advocate and demonstrate software features and products to customer and internal stakeholders
• Adopt automation tools to improve development and operation processes
• Investigate new technologies and share area of expertise
• Collaborate, mentor, guide and interview team members for future expansion of the software development team

Prerequisites:
• Experience in 1 or more areas below:
1. Front end development framework (HTML/CSS/JS, React.JS)
2. Back end development framework (NodeJs, etc.)
3. Database technology (both SQL and NoSQL)
4. Testing (Jest, Selenium, etc.)
5. Mobile app development (ReactNative, Android Studio, Kotlin)
• Familiar using development/devops tools such as VSCode, BitBucket, Docker
• Familiar with software development methodologies (Agile/Scrum/Kanban/XP/TDD/BDD/DDD)
• Excellent communication skills and experience working with stakeholders from diverse backgrounds and different locations
• Excellent collaboration skills and strong team player
• Curious and growth mindsets",TVS Digital,"#10-07 Great World City (West Tower), 1 Kim Seng Promenade, 237994, SINGAPORE",3,Please ensure that you attach a copy of your C.V. with your application.,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,,,
450,19789,Software Engineer,"About Archisen:
Archisen is an agriculture technology-focused startup. We design, develop and operate systems and solutions to grow ultra-fresh, ultra-local produce in urban cities. Our team specializes in indoor agricultural growing systems, where vegetables can be grown optimally through careful control of growing conditions. We democratise urban farming and food access via IoT, automation and data analytics. You may find out more about us at www.archisen.com. 

Overview:
This is an opportunity to be part of a unique software development team. We have a solid technology roadmap and a team of exceptional individuals. You will be given the opportunity to experiment while applying knowledge and skills taught in school in our lab and farms, while working directly with the managers, founders and collaborators.

Responsibilities:
•	Assist in the development of websites/mobile applications
•	Design page wireframes/layouts and custom graphics, formatting content, quality assurance testing, translating wireframes to web-apps to be used by our own staff
•	Improve current IoT infrastructure for our indoor farm 
•	Work with external collaborators to integrate modules into our web-apps
•	Develop APIs for IoT components to interact with 

Requirements:
•	Able to work in a team environment 
•	Demonstrate good communications skills
•	Demonstrate skills in software design & development
•	Comfortable with Unix command line (eg Linux)
•	Have some experience in NodeJS, MySQL, MongoDB, HTML
•	Have working knowledge of JQuery, Bootstrap

Additional Requirements:
•	Working knowledge in Angular or React
•	Knowledge of Python, NoSQL, Git and Amazon Web Services S3, EC2
•	Basic Photoshop/ GIMP photo manipulation skills
•	Basic knowledge of Machine/Deep Learning (Tensorflow, Keras, etc)
•	Basic knowledge of Embedded Systems Programming
•	Basic knowledge of Networking (Port Forwarding, Static IPs, etc)
•	Basic understanding of Version Control, Git is preferred

Benefits:
•	Mentorship opportunity under an interdisciplinary team of crop scientists, engineers & business development executives
•	Exposure to the indoor, high-tech farming landscape
•	Experience development of APIs from start to finish
",ARCHISEN PTE. LTD.,"#06-06 / 7 Buroh Lane #06-06 Commonwealth Capital Building, SINGAPORE, 618291, SINGAPORE",1,Please attach your latest transcript and your resume to your application,,2022-01-10T00:00:00,2022-05-28T23:59:00,2021-08-25T00:00:00,2021-08-31T23:59:00,,,
